Nombre,Género,Fecha_Nacimiento,Altura,Peso,Profesión,Ciudad,Estado_Civil,Salario,Nivel_Educación,Cantidad_Hijos,Hora_Entrada,Hora_Salida,Tipo_Contrato
Bruno,M,1965-10-08,1.4,83.2,Assistant Professor,Apartadó,Soltero,2408324,Técnico,4,9:18 AM,8:39 PM,Indefinido
Antonella,F,1995-07-12,1.52,56.2,Software Engineer IV,Soacha,Divorciado,1534098,Posgrado,4,6:20 AM,7:01 PM,Término Fijo
Gabriela,F,1962-05-12,1.57,97.0,Financial Analyst,Sincelejo,Soltero,2005044,Posgrado,8,7:54 AM,9:59 PM,Indefinido
Laura,M,1987-03-14,1.81,59.6,Quality Control Specialist,Buenaventura,Soltero,4743679,Técnico,8,5:43 AM,9:47 PM,Indefinido
Gabriela,F,1975-02-18,1.83,31.9,Cost Accountant,Fusagasugá,Soltero,5228603,Universitario,3,5:44 AM,11:34 PM,Término Fijo
Bruno,M,1975-06-09,1.67,63.0,Legal Assistant,Sincelejo,Soltero,1167192,Posgrado,5,9:03 AM,6:05 PM,Indefinido
Santiago,F,1970-12-01,1.56,51.8,Nuclear Power Engineer,Girón,Soltero,3608780,Bachillerato,8,8:05 AM,5:55 PM,Término Fijo
Emanuel,M,1979-12-06,1.44,53.0,Project Manager,Santa Marta,Divorciado,1193251,Posgrado,7,6:08 AM,6:39 PM,Indefinido
Bruno,F,1973-07-10,1.41,74.8,Human Resources Manager,Florencia,Divorciado,2476283,Posgrado,8,6:52 AM,9:22 PM,Término Fijo
Juan,F,1996-06-18,1.88,63.6,Cost Accountant,Maicao,Divorciado,2217229,Universitario,3,5:23 AM,7:09 PM,Indefinido
Joaquín,F,1963-10-30,1.74,58.9,Marketing Assistant,Ocaña,Casada,2434907,Universitario,0,8:38 AM,6:09 PM,Término Fijo
Mariana,M,1990-11-30,1.9,54.0,Programmer I,Medellín,Casada,5855591,Bachillerato,2,7:46 AM,11:34 PM,Indefinido
Bruno,M,1966-02-24,1.76,97.0,Human Resources Manager,Medellín,Soltero,4845088,Técnico,0,6:46 AM,11:06 PM,Indefinido
Mariana,F,1978-08-19,1.55,84.1,Recruiting Manager,Zipaquirá,Divorciado,5340016,Bachillerato,2,5:14 AM,9:33 PM,Indefinido
Ana,F,1998-01-13,1.7,49.3,Account Coordinator,Popayán,Divorciado,1700734,Técnico,1,9:42 AM,7:13 PM,Término Fijo
Gabriel,F,1955-11-02,1.67,102.8,Safety Technician I,Armenia,Divorciado,4254048,Universitario,0,9:13 AM,6:09 PM,Indefinido
Martina,M,1984-10-11,1.89,85.2,Associate Professor,Soacha,Casada,2354524,Universitario,3,7:40 AM,8:50 PM,Término Fijo
Santiago,M,1966-06-22,1.66,65.3,Marketing Manager,Montería,Soltero,5824996,Técnico,8,8:36 AM,5:07 PM,Término Fijo
Ana,F,1980-08-15,1.53,44.4,Design Engineer,Girardot,Divorciado,2112781,Técnico,4,5:28 AM,6:17 PM,Indefinido
Felipe,F,1994-12-13,1.45,100.2,Geological Engineer,Riohacha,Soltero,1955107,Bachillerato,8,7:36 AM,8:30 PM,Indefinido
Pedro,F,1963-01-22,1.8,108.3,Environmental Tech,Zipaquirá,Soltero,4209172,Universitario,0,8:32 AM,7:11 PM,Término Fijo
Juan,M,1988-04-02,1.51,99.0,GIS Technical Architect,Ocaña,Casada,2733759,Bachillerato,7,6:29 AM,10:18 PM,Indefinido
Diego,M,1976-06-27,1.59,109.2,Internal Auditor,Facatativá,Casada,1051028,Universitario,8,6:45 AM,6:47 PM,Indefinido
Pedro,M,1969-05-28,1.46,72.6,Systems Administrator IV,Itagüí,Divorciado,5277875,Universitario,5,5:46 AM,10:17 PM,Término Fijo
Felipe,F,1958-09-09,1.63,108.2,Project Manager,Bucaramanga,Divorciado,1596898,Universitario,6,7:52 AM,8:52 PM,Indefinido
Valeria,M,1994-03-15,1.89,92.5,Clinical Specialist,Palmira,Soltero,1227037,Universitario,7,5:47 AM,7:21 PM,Indefinido
Joaquín,M,1994-10-28,1.61,101.8,Nurse,Itagüí,Soltero,2723445,Universitario,2,6:55 AM,7:44 PM,Término Fijo
Sofia,M,1986-11-24,1.52,93.7,Data Coordinator,Barranquilla,Divorciado,2583413,Universitario,0,6:32 AM,6:42 PM,Término Fijo
Felipe,M,1991-11-11,1.46,71.7,General Manager,Zipaquirá,Soltero,2705477,Universitario,8,7:16 AM,10:04 PM,Término Fijo
Juliana,M,1996-10-07,1.45,90.7,Product Engineer,Itagüí,Soltero,1689286,Universitario,5,6:13 AM,5:02 PM,Indefinido
Valeria,F,1979-07-30,1.73,55.2,Account Representative II,Dosquebradas,Divorciado,5919582,Técnico,8,8:15 AM,7:20 PM,Término Fijo
Mateo,F,1960-10-11,1.85,38.1,Structural Engineer,Ocaña,Divorciado,4331375,Bachillerato,3,5:27 AM,11:49 PM,Indefinido
Bruno,F,1987-10-14,1.84,68.7,Recruiter,Soacha,Casada,4807601,Universitario,6,9:35 AM,10:13 PM,Término Fijo
Joaquín,M,1964-09-17,1.46,100.8,Technical Writer,Santa Marta,Soltero,4582250,Universitario,3,9:01 AM,9:53 PM,Indefinido
Felipe,M,1999-07-12,1.68,73.2,Civil Engineer,Palmira,Soltero,3790606,Técnico,2,9:34 AM,10:53 PM,Indefinido
Pedro,F,1964-02-28,1.61,85.8,Staff Accountant I,Tunja,Divorciado,4836939,Técnico,4,7:38 AM,7:55 PM,Término Fijo
Gabriel,M,1963-11-19,1.74,34.9,Engineer I,Floridablanca,Soltero,1478536,Bachillerato,2,9:14 AM,5:50 PM,Término Fijo
Sebastián,M,1979-03-29,1.5,102.5,Sales Associate,Sogamoso,Soltero,4242076,Universitario,3,9:23 AM,7:23 PM,Indefinido
María,F,1985-12-11,1.48,32.3,Graphic Designer,Envigado,Casada,1253778,Universitario,2,7:30 AM,6:47 PM,Término Fijo
Emanuel,M,1981-07-08,1.53,49.7,Automation Specialist I,Riohacha,Soltero,4692708,Técnico,3,7:00 AM,9:36 PM,Término Fijo
Martina,M,1953-10-31,1.45,85.4,Help Desk Technician,Tunja,Soltero,5833708,Técnico,6,6:24 AM,11:50 PM,Término Fijo
Valentina,M,1985-07-09,1.41,105.5,Health Coach III,Cartagena,Soltero,5917852,Técnico,6,7:07 AM,10:49 PM,Término Fijo
Sebastián,M,1952-09-15,1.58,88.8,Graphic Designer,Florencia,Casada,4871043,Posgrado,5,9:56 AM,8:12 PM,Término Fijo
Sofia,M,2000-03-17,1.66,98.8,Nurse,Dosquebradas,Divorciado,4156061,Técnico,5,9:03 AM,6:30 PM,Indefinido
Lucas,M,1999-06-14,1.79,62.0,Geologist I,Tunja,Casada,4522339,Posgrado,0,9:28 AM,10:32 PM,Término Fijo
Valeria,F,1981-12-23,1.42,74.3,Assistant Media Planner,Facatativá,Soltero,5146873,Técnico,6,5:37 AM,7:29 PM,Término Fijo
Juliana,M,1986-03-28,1.78,93.2,Senior Editor,Buenaventura,Divorciado,5370757,Posgrado,7,9:40 AM,10:02 PM,Término Fijo
Mariana,F,1981-06-04,1.77,53.6,Operator,Fusagasugá,Casada,1250525,Universitario,2,8:51 AM,7:07 PM,Término Fijo
Lucas,M,1986-01-10,1.55,40.7,Structural Analysis Engineer,Riohacha,Soltero,5417653,Posgrado,8,7:06 AM,6:35 PM,Indefinido
Emanuel,F,1988-09-23,1.45,65.3,Assistant Manager,Itagüí,Divorciado,1501856,Posgrado,7,9:24 AM,11:05 PM,Término Fijo
Victoria,F,1952-01-28,1.78,33.9,Marketing Assistant,Palmira,Soltero,3449176,Universitario,8,7:06 AM,5:40 PM,Indefinido
Bruno,F,1955-07-23,1.46,63.8,Project Manager,Cúcuta,Divorciado,4685052,Posgrado,0,5:51 AM,6:50 PM,Término Fijo
Juliana,F,1966-01-18,1.72,42.0,Information Systems Manager,Cúcuta,Divorciado,4855000,Técnico,6,7:53 AM,8:33 PM,Término Fijo
Bruno,M,1972-07-03,1.63,27.5,Web Designer III,Facatativá,Soltero,5675843,Universitario,4,9:00 AM,9:01 PM,Término Fijo
Joaquín,F,1958-09-29,1.5,96.8,Paralegal,Yopal,Soltero,1182874,Universitario,3,5:04 AM,6:35 PM,Indefinido
Victoria,F,1995-11-06,1.73,92.9,Research Assistant IV,Cali,Divorciado,5008380,Técnico,4,5:32 AM,9:28 PM,Término Fijo
Luis,F,1982-03-31,1.62,83.7,Analog Circuit Design manager,Maicao,Divorciado,3392702,Técnico,2,9:28 AM,6:18 PM,Término Fijo
Valentina,M,1948-06-13,1.74,62.3,Structural Analysis Engineer,Facatativá,Casada,1024029,Posgrado,3,6:42 AM,7:48 PM,Indefinido
Luis,F,1961-02-28,1.74,47.7,Geological Engineer,Dosquebradas,Soltero,3076422,Universitario,2,6:41 AM,7:43 PM,Término Fijo
Mateo,F,2000-06-17,1.44,37.4,Data Coordinator,Dosquebradas,Casada,4531834,Técnico,5,9:04 AM,7:00 PM,Término Fijo
Matías,M,1997-11-04,1.56,43.3,Librarian,Itagüí,Soltero,4974463,Universitario,7,9:57 AM,5:09 PM,Término Fijo
Camila,M,1982-02-02,1.74,50.7,Nurse,Dosquebradas,Casada,3779378,Posgrado,6,9:21 AM,7:22 PM,Indefinido
Martina,F,1955-05-25,1.88,90.1,Quality Control Specialist,Yopal,Soltero,2866274,Técnico,4,7:56 AM,6:22 PM,Indefinido
Bruno,F,1992-08-08,1.77,26.7,Engineer III,Tunja,Casada,1000049,Universitario,0,8:58 AM,11:14 PM,Indefinido
Antonella,M,1974-01-28,1.74,53.3,Senior Cost Accountant,Montería,Divorciado,2861155,Posgrado,8,8:12 AM,7:52 PM,Término Fijo
Thiago,F,1948-04-11,1.78,82.2,Marketing Assistant,Montería,Casada,4323231,Universitario,0,7:15 AM,8:29 PM,Término Fijo
Victoria,F,1977-08-10,1.63,63.0,Help Desk Technician,Pasto,Divorciado,5739278,Técnico,8,6:31 AM,10:05 PM,Indefinido
Santiago,M,1977-04-27,1.56,38.3,Sales Associate,Envigado,Soltero,3420038,Posgrado,4,8:40 AM,11:29 PM,Indefinido
Luis,F,1997-10-10,1.78,70.9,Web Developer I,Zipaquirá,Divorciado,5847083,Técnico,2,5:00 AM,5:39 PM,Indefinido
Valeria,F,1953-02-27,1.7,58.2,Structural Engineer,Santa Marta,Soltero,3297977,Posgrado,1,7:01 AM,10:56 PM,Indefinido
Juliana,M,1966-10-17,1.75,107.9,Programmer III,Floridablanca,Divorciado,2725647,Posgrado,8,6:20 AM,9:25 PM,Término Fijo
Isabella,F,1979-08-08,1.89,47.7,Technical Writer,Zipaquirá,Casada,4220899,Posgrado,2,9:04 AM,6:22 PM,Término Fijo
María,F,1951-02-28,1.61,94.4,Nurse,Villavicencio,Soltero,4607744,Bachillerato,7,6:52 AM,5:20 PM,Indefinido
Isabella,F,1972-11-22,1.65,26.4,Dental Hygienist,Palmira,Soltero,1061661,Bachillerato,2,6:33 AM,8:43 PM,Indefinido
Sebastián,F,1968-10-04,1.86,29.0,Statistician II,Riohacha,Divorciado,1477660,Posgrado,2,6:56 AM,9:59 PM,Término Fijo
Laura,F,1957-09-09,1.84,84.5,Analyst Programmer,Cartago,Soltero,4045358,Universitario,1,6:08 AM,9:23 PM,Término Fijo
Lucas,M,1949-03-05,1.59,109.5,Human Resources Assistant III,Cúcuta,Divorciado,994302,Bachillerato,2,6:36 AM,5:02 PM,Término Fijo
Santiago,F,1968-01-03,1.85,104.0,Account Representative IV,Envigado,Soltero,4561354,Universitario,0,8:48 AM,8:03 PM,Indefinido
Sebastián,M,1993-03-18,1.61,48.1,Environmental Tech,Sogamoso,Divorciado,1573448,Posgrado,0,7:14 AM,7:02 PM,Término Fijo
Felipe,M,1994-05-13,1.67,46.8,Assistant Professor,Pasto,Casada,1253852,Técnico,8,5:33 AM,8:49 PM,Término Fijo
Gabriel,F,1958-10-15,1.83,59.4,Community Outreach Specialist,Apartadó,Soltero,5458313,Técnico,5,5:01 AM,5:50 PM,Indefinido
Camila,M,1958-08-24,1.82,100.7,Media Manager I,Itagüí,Casada,2820384,Posgrado,2,6:23 AM,9:48 PM,Término Fijo
Santiago,F,1973-08-08,1.45,70.2,Analog Circuit Design manager,Bogotá,Soltero,5229515,Bachillerato,5,9:31 AM,9:56 PM,Término Fijo
Juliana,F,1986-07-31,1.74,37.0,Geological Engineer,Palmira,Soltero,4825420,Posgrado,8,6:39 AM,10:54 PM,Término Fijo
Emanuel,F,1960-04-17,1.57,69.8,Staff Scientist,Fusagasugá,Soltero,1093081,Universitario,8,9:22 AM,8:16 PM,Indefinido
Isabella,F,1965-03-13,1.51,51.5,Senior Developer,Yopal,Soltero,5324762,Posgrado,7,7:01 AM,5:22 PM,Indefinido
Valentina,M,1949-08-29,1.76,55.4,Analyst Programmer,Girón,Casada,5650971,Posgrado,0,9:02 AM,5:11 PM,Indefinido
Juan,M,1993-02-27,1.43,40.2,Statistician IV,Zipaquirá,Divorciado,2447518,Bachillerato,6,7:11 AM,10:43 PM,Indefinido
Bruno,M,1987-09-23,1.63,58.5,Environmental Tech,Pereira,Divorciado,4423229,Universitario,3,8:20 AM,8:21 PM,Indefinido
Bruno,F,1997-07-19,1.76,41.2,Health Coach I,Chía,Divorciado,3330673,Universitario,0,8:05 AM,10:24 PM,Indefinido
Pedro,M,1992-03-02,1.69,40.3,Registered Nurse,Arauca,Divorciado,3616938,Posgrado,7,5:40 AM,7:09 PM,Indefinido
Juliana,F,1948-04-22,1.51,44.8,Recruiting Manager,Ocaña,Casada,3744629,Universitario,0,6:37 AM,10:55 PM,Indefinido
Martina,F,1987-02-12,1.58,34.3,Business Systems Development Analyst,Florencia,Divorciado,4155247,Universitario,7,7:03 AM,6:17 PM,Término Fijo
Emanuel,M,1954-07-29,1.58,35.2,Programmer Analyst I,Bucaramanga,Casada,4716751,Universitario,2,8:31 AM,5:39 PM,Indefinido
Juliana,F,1989-02-25,1.55,70.5,Accounting Assistant III,Ocaña,Casada,4808206,Bachillerato,5,5:27 AM,10:41 PM,Término Fijo
Sebastián,F,1992-04-06,1.53,92.6,Statistician II,Manizales,Divorciado,2816609,Bachillerato,5,5:11 AM,8:24 PM,Indefinido
Bruno,M,1986-10-22,1.75,45.3,Community Outreach Specialist,Facatativá,Casada,5466211,Posgrado,7,8:23 AM,10:27 PM,Término Fijo
Gabriela,F,1988-02-15,1.89,36.7,Research Assistant IV,Riohacha,Casada,1818557,Bachillerato,7,8:11 AM,11:07 PM,Indefinido
Sofia,F,1970-07-28,1.46,88.0,Assistant Media Planner,Popayán,Divorciado,4955464,Técnico,0,9:17 AM,8:50 PM,Indefinido
Victoria,F,1980-05-09,1.5,67.9,Director of Sales,Bucaramanga,Divorciado,3328765,Técnico,5,5:19 AM,8:10 PM,Término Fijo
Camila,F,1988-08-18,1.81,63.4,Account Coordinator,Sogamoso,Soltero,1496885,Universitario,8,6:48 AM,10:37 PM,Indefinido
Laura,F,1973-02-03,1.45,91.1,Account Representative I,Soledad,Soltero,2791714,Posgrado,0,8:31 AM,5:12 PM,Término Fijo
Antonella,M,1976-01-13,1.43,85.1,Sales Representative,Zipaquirá,Soltero,3189191,Bachillerato,5,5:33 AM,10:35 PM,Indefinido
Juan,M,1955-07-29,1.55,81.1,Account Representative III,Bogotá,Casada,1981407,Bachillerato,6,7:43 AM,7:24 PM,Indefinido
Santiago,M,1969-08-31,1.81,97.8,Senior Financial Analyst,Facatativá,Casada,1242764,Posgrado,4,6:46 AM,9:20 PM,Término Fijo
Antonella,F,1995-07-11,1.45,36.8,Pharmacist,Santa Marta,Casada,4631738,Posgrado,3,9:25 AM,10:21 PM,Término Fijo
Pedro,M,1974-09-15,1.69,94.0,VP Accounting,Barranquilla,Casada,1754188,Posgrado,2,9:58 AM,5:59 PM,Término Fijo
Emanuel,F,1948-07-29,1.71,89.7,VP Marketing,Bucaramanga,Soltero,5583752,Universitario,0,6:48 AM,10:58 PM,Término Fijo
Matías,F,1972-07-02,1.81,86.8,Civil Engineer,Palmira,Casada,1795235,Técnico,3,9:31 AM,5:38 PM,Indefinido
Mariana,M,1952-10-15,1.59,37.8,Software Consultant,Santa Marta,Casada,1801182,Posgrado,6,9:15 AM,8:52 PM,Indefinido
Luis,M,1951-12-01,1.61,70.8,Help Desk Technician,Sincelejo,Divorciado,2852093,Bachillerato,0,6:17 AM,5:50 PM,Indefinido
Martina,F,1985-07-12,1.43,97.6,Administrative Officer,Soledad,Casada,1646294,Universitario,0,8:57 AM,11:52 PM,Indefinido
Valeria,M,1968-10-12,1.81,104.5,Research Assistant I,Apartadó,Casada,2193918,Universitario,4,7:49 AM,6:39 PM,Término Fijo
Laura,F,1953-02-25,1.62,98.8,Research Associate,Riohacha,Soltero,1198554,Universitario,1,5:47 AM,7:38 PM,Término Fijo
Valentina,M,1957-11-10,1.88,80.2,Occupational Therapist,Cúcuta,Soltero,2001655,Técnico,6,7:41 AM,9:24 PM,Término Fijo
Camila,M,1949-01-02,1.59,32.0,Marketing Assistant,Quibdó,Soltero,1473922,Posgrado,3,9:31 AM,5:16 PM,Término Fijo
Pedro,F,1986-10-31,1.58,77.9,Dental Hygienist,Pereira,Casada,5377126,Posgrado,2,5:51 AM,5:28 PM,Indefinido
María,M,1998-02-13,1.62,45.0,Project Manager,Barranquilla,Casada,5490690,Bachillerato,5,6:38 AM,6:06 PM,Indefinido
Valentina,F,1993-02-06,1.82,80.2,VP Marketing,Zipaquirá,Casada,3000870,Universitario,1,9:31 AM,9:19 PM,Término Fijo
Martina,M,1999-09-25,1.5,66.2,Account Coordinator,Palmira,Divorciado,2931599,Posgrado,6,8:36 AM,6:00 PM,Indefinido
Joaquín,F,1969-02-27,1.78,36.3,GIS Technical Architect,Chía,Soltero,1428538,Técnico,3,8:15 AM,9:42 PM,Término Fijo
Gabriela,M,1991-09-17,1.79,49.8,Tax Accountant,Sincelejo,Soltero,2979760,Posgrado,4,5:25 AM,7:43 PM,Término Fijo
Emanuel,F,1971-02-08,1.8,70.1,General Manager,Apartadó,Divorciado,4382600,Universitario,1,5:16 AM,10:59 PM,Término Fijo
Valeria,F,1973-12-18,1.57,32.5,Senior Developer,Arauca,Soltero,5327763,Posgrado,8,9:07 AM,9:47 PM,Término Fijo
Luis,F,1989-06-03,1.47,91.2,Mechanical Systems Engineer,Cartagena,Casada,5475935,Técnico,4,8:15 AM,5:04 PM,Término Fijo
Valentina,M,1997-06-29,1.53,98.2,Geologist II,Medellín,Casada,2147979,Universitario,3,8:05 AM,9:14 PM,Indefinido
Gabriela,F,1963-11-02,1.66,90.9,Actuary,Barrancabermeja,Divorciado,1793566,Universitario,6,9:21 AM,11:49 PM,Indefinido
Santiago,M,1991-02-08,1.55,73.5,Product Engineer,Palmira,Divorciado,3806758,Universitario,1,6:09 AM,6:37 PM,Indefinido
Santiago,F,1977-05-13,1.44,74.4,Administrative Officer,Manizales,Divorciado,4470694,Universitario,0,6:42 AM,7:01 PM,Indefinido
Emanuel,F,2000-01-24,1.66,43.4,Internal Auditor,Buenaventura,Divorciado,4018843,Universitario,1,8:02 AM,11:40 PM,Indefinido
Lucas,F,1994-03-29,1.65,79.4,Civil Engineer,Popayán,Divorciado,1044082,Técnico,2,8:12 AM,9:01 PM,Indefinido
Valentina,F,1974-06-05,1.75,43.8,Senior Quality Engineer,Tumaco,Casada,4429545,Universitario,3,5:15 AM,8:15 PM,Término Fijo
Mateo,M,1999-11-29,1.88,41.6,Tax Accountant,Tunja,Soltero,1950878,Bachillerato,8,8:19 AM,8:39 PM,Término Fijo
Emanuel,F,1968-04-18,1.49,83.8,Quality Engineer,Villavicencio,Casada,1625213,Técnico,7,6:01 AM,7:20 PM,Indefinido
Valentina,F,1969-06-09,1.5,107.5,Librarian,Sincelejo,Casada,3223791,Universitario,8,6:33 AM,5:00 PM,Término Fijo
Victoria,M,1971-12-01,1.52,61.2,Analog Circuit Design manager,Floridablanca,Soltero,5536474,Técnico,3,8:13 AM,8:57 PM,Indefinido
Thiago,M,1950-03-19,1.62,53.8,Design Engineer,Floridablanca,Divorciado,3373577,Posgrado,8,6:11 AM,8:44 PM,Indefinido
Camila,M,1977-03-08,1.68,106.6,Librarian,Soledad,Divorciado,4126731,Universitario,5,7:25 AM,7:33 PM,Término Fijo
Luis,M,1997-09-17,1.73,90.0,Financial Advisor,Dosquebradas,Casada,2780538,Bachillerato,5,5:04 AM,9:10 PM,Término Fijo
Thiago,F,1972-07-07,1.46,110.0,Analog Circuit Design manager,Villavicencio,Soltero,5086118,Universitario,1,6:33 AM,6:04 PM,Indefinido
Juliana,M,1991-04-30,1.77,31.2,Automation Specialist II,Palmira,Soltero,3932810,Universitario,4,6:41 AM,6:14 PM,Indefinido
Pedro,F,1971-04-28,1.65,89.7,Developer II,Pasto,Divorciado,4327887,Posgrado,4,9:55 AM,7:45 PM,Indefinido
Valentina,M,1963-01-06,1.79,79.9,Web Designer II,Zipaquirá,Casada,1170068,Bachillerato,6,5:56 AM,9:27 PM,Término Fijo
Luis,M,1959-08-30,1.85,44.9,Human Resources Manager,Envigado,Soltero,2678110,Bachillerato,6,7:04 AM,6:36 PM,Término Fijo
Gabriel,M,1974-03-30,1.72,104.9,Office Assistant III,Pereira,Soltero,5864598,Posgrado,2,9:36 AM,9:59 PM,Término Fijo
Joaquín,M,1949-12-30,1.41,32.0,Engineer III,Pasto,Soltero,982468,Bachillerato,1,6:06 AM,10:43 PM,Indefinido
Juan,F,2000-10-21,1.65,66.7,Human Resources Assistant III,Barranquilla,Divorciado,5700961,Universitario,3,9:13 AM,8:18 PM,Indefinido
Thiago,F,1954-10-08,1.89,39.9,Engineer III,Cali,Casada,2203461,Posgrado,2,7:55 AM,7:33 PM,Término Fijo
Gabriela,F,1977-05-26,1.55,50.8,VP Marketing,Cúcuta,Soltero,2381253,Técnico,0,6:37 AM,5:32 PM,Indefinido
Martina,F,1973-06-25,1.72,62.2,Human Resources Manager,Pereira,Casada,3347731,Universitario,1,6:24 AM,8:49 PM,Indefinido
Valentina,M,1977-03-08,1.63,50.5,Senior Sales Associate,Cartagena,Soltero,1145683,Posgrado,0,5:33 AM,11:37 PM,Indefinido
Mateo,M,1969-04-16,1.86,93.3,Nurse,Riohacha,Soltero,1077533,Posgrado,3,7:46 AM,10:47 PM,Indefinido
Mateo,M,1965-10-13,1.65,30.6,Analyst Programmer,Bucaramanga,Soltero,3791251,Universitario,2,8:48 AM,7:25 PM,Indefinido
Felipe,M,1988-01-19,1.76,104.3,VP Marketing,Tunja,Casada,4167467,Técnico,3,5:03 AM,10:54 PM,Término Fijo
Mariana,F,1976-12-15,1.86,107.8,Assistant Manager,Palmira,Soltero,2954446,Posgrado,1,7:38 AM,8:05 PM,Indefinido
Mariana,M,1962-11-10,1.76,86.0,Media Manager III,Sogamoso,Divorciado,5320755,Universitario,5,5:36 AM,10:33 PM,Término Fijo
Joaquín,M,1998-10-27,1.55,99.4,Recruiting Manager,Soledad,Casada,1140409,Técnico,0,8:54 AM,7:51 PM,Indefinido
Diego,M,1958-11-18,1.87,47.3,Director of Sales,Montería,Casada,1689333,Posgrado,0,5:40 AM,9:10 PM,Término Fijo
Camila,F,1969-11-02,1.77,84.8,Registered Nurse,Girardot,Divorciado,4259972,Posgrado,1,8:24 AM,8:35 PM,Término Fijo
Ana,M,1959-11-27,1.75,77.0,Payment Adjustment Coordinator,Riohacha,Casada,3678714,Universitario,7,9:01 AM,6:52 PM,Indefinido
Camila,F,1982-07-28,1.5,39.8,Analyst Programmer,Florencia,Divorciado,4223681,Bachillerato,5,9:29 AM,6:27 PM,Término Fijo
Thiago,M,1981-11-23,1.9,90.7,Senior Sales Associate,Girardot,Soltero,5532009,Técnico,0,7:39 AM,11:54 PM,Indefinido
Pedro,M,1984-08-06,1.6,63.9,Internal Auditor,Palmira,Soltero,1933097,Universitario,3,7:51 AM,5:19 PM,Término Fijo
Sofia,M,1982-02-26,1.43,45.4,Design Engineer,Tumaco,Casada,5456960,Técnico,6,7:30 AM,5:01 PM,Término Fijo
Valentina,M,1962-07-27,1.68,49.2,Director of Sales,Riohacha,Casada,4165371,Técnico,7,8:52 AM,9:18 PM,Indefinido
Pedro,F,1970-11-18,1.58,47.1,Staff Accountant II,Sincelejo,Soltero,5445326,Bachillerato,8,8:55 AM,10:26 PM,Término Fijo
Matías,F,1961-03-16,1.77,40.7,Nurse Practicioner,Chía,Soltero,4108210,Universitario,2,8:26 AM,5:58 PM,Indefinido
Juan,F,1962-10-05,1.62,100.1,Accountant II,Riohacha,Divorciado,1027714,Bachillerato,5,5:56 AM,9:54 PM,Término Fijo
Juan,M,1983-10-05,1.85,84.5,Help Desk Technician,Ibagué,Divorciado,5378841,Universitario,1,9:58 AM,10:59 PM,Indefinido
Ana,M,1954-11-28,1.76,30.0,Web Developer III,Sincelejo,Divorciado,2909764,Técnico,2,8:45 AM,10:37 PM,Término Fijo
Sofia,F,1954-05-15,1.64,46.2,Systems Administrator III,Armenia,Divorciado,3180397,Técnico,0,6:57 AM,10:00 PM,Indefinido
Sofia,F,1975-08-18,1.62,110.3,Director of Sales,Palmira,Casada,3095579,Técnico,6,5:04 AM,6:04 PM,Término Fijo
Gabriel,F,1999-07-04,1.9,25.8,Web Designer IV,Zipaquirá,Casada,3087389,Técnico,2,6:08 AM,11:53 PM,Indefinido
Laura,M,1988-12-25,1.88,61.7,Web Developer IV,Magangué,Divorciado,2114409,Técnico,8,6:19 AM,7:20 PM,Indefinido
Lucas,M,1964-05-02,1.42,87.4,Sales Representative,Cali,Casada,1584314,Posgrado,6,8:26 AM,8:06 PM,Indefinido
Santiago,F,1977-06-22,1.46,51.5,Project Manager,Ibagué,Divorciado,4701254,Técnico,4,8:53 AM,5:11 PM,Indefinido
Felipe,F,1997-03-07,1.43,36.7,Senior Editor,Facatativá,Divorciado,4222811,Posgrado,5,5:22 AM,8:57 PM,Indefinido
Juan,M,1957-03-29,1.86,77.6,Quality Control Specialist,Neiva,Casada,5622729,Bachillerato,1,7:08 AM,7:41 PM,Término Fijo
Thiago,F,1962-12-03,1.88,28.4,Account Coordinator,Apartadó,Soltero,3225753,Universitario,0,5:24 AM,8:08 PM,Indefinido
Matías,F,1954-07-10,1.74,84.7,Civil Engineer,Maicao,Divorciado,4424292,Bachillerato,4,9:54 AM,5:46 PM,Indefinido
Bruno,M,1963-07-14,1.82,97.1,Marketing Assistant,Magangué,Divorciado,4723446,Posgrado,5,6:51 AM,5:46 PM,Término Fijo
Juliana,M,1967-05-26,1.61,90.4,Civil Engineer,Ocaña,Soltero,5243880,Técnico,7,9:29 AM,6:43 PM,Término Fijo
Mateo,M,1996-07-27,1.75,33.0,Civil Engineer,Ibagué,Casada,3185740,Posgrado,6,8:08 AM,6:04 PM,Término Fijo
Felipe,F,1959-08-16,1.64,95.9,Quality Control Specialist,Villavicencio,Soltero,5224220,Posgrado,6,7:37 AM,11:28 PM,Término Fijo
Lucas,M,1981-08-08,1.51,50.1,Social Worker,Fusagasugá,Divorciado,4687215,Posgrado,7,5:34 AM,5:56 PM,Indefinido
Matías,M,1965-03-19,1.63,102.2,Human Resources Assistant III,Barrancabermeja,Casada,1951860,Universitario,5,5:01 AM,7:35 PM,Indefinido
Juan,M,1987-12-04,1.4,105.9,Account Representative IV,Villavicencio,Divorciado,1287398,Universitario,2,7:06 AM,11:26 PM,Indefinido
Valeria,M,1966-03-19,1.84,33.1,Software Test Engineer I,Fusagasugá,Soltero,5879901,Técnico,3,6:29 AM,11:25 PM,Indefinido
Diego,M,1971-04-21,1.63,39.8,Administrative Assistant II,Villavicencio,Casada,1422340,Bachillerato,6,6:28 AM,7:24 PM,Indefinido
Sofia,M,1986-10-15,1.56,109.3,Junior Executive,Palmira,Soltero,4978906,Bachillerato,1,5:25 AM,11:20 PM,Término Fijo
